frame.number	frame.time	tcp.analysis.ack_rtt
12801	May 19, 2016 13:17:24.292186000	
12802	May 19, 2016 13:17:24.292187000	
12803	May 19, 2016 13:17:24.295768000	0.005244000
12804	May 19, 2016 13:17:24.295841000	0.005196000
12805	May 19, 2016 13:17:24.295861000	0.005184000
12806	May 19, 2016 13:17:24.296205000	0.005431000
12807	May 19, 2016 13:17:24.296277000	0.005250000
12808	May 19, 2016 13:17:24.297111000	
12809	May 19, 2016 13:17:24.297208000	0.005178000
12810	May 19, 2016 13:17:24.299021000	0.006835000
12811	May 19, 2016 13:17:24.299067000	0.006880000
12812	May 19, 2016 13:17:24.303036000	0.005925000
12813	May 19, 2016 13:17:24.319300000	
12814	May 19, 2016 13:17:24.319482000	
12815	May 19, 2016 13:17:24.319561000	
12816	May 19, 2016 13:17:24.319603000	
12817	May 19, 2016 13:17:24.324840000	
12818	May 19, 2016 13:17:24.324841000	
12819	May 19, 2016 13:17:24.325001000	0.005701000
12820	May 19, 2016 13:17:24.325001000	
12821	May 19, 2016 13:17:24.325032000	0.005550000
12822	May 19, 2016 13:17:24.325035000	0.005474000
12823	May 19, 2016 13:17:24.325036000	0.005433000
12824	May 19, 2016 13:17:24.325140000	
12825	May 19, 2016 13:17:24.328565000	
12826	May 19, 2016 13:17:24.329997000	0.005157000
12827	May 19, 2016 13:17:24.330044000	0.005203000
12828	May 19, 2016 13:17:24.330311000	0.005310000
12829	May 19, 2016 13:17:24.335047000	0.006482000
12830	May 19, 2016 13:17:24.348824000	
12831	May 19, 2016 13:17:24.348957000	
12832	May 19, 2016 13:17:24.348999000	
12833	May 19, 2016 13:17:24.350171000	
12834	May 19, 2016 13:17:24.351418000	
12835	May 19, 2016 13:17:24.351525000	
12836	May 19, 2016 13:17:24.354136000	0.005312000
12837	May 19, 2016 13:17:24.354205000	0.005248000
12838	May 19, 2016 13:17:24.354275000	
12839	May 19, 2016 13:17:24.355748000	
12840	May 19, 2016 13:17:24.356891000	
12841	May 19, 2016 13:17:24.356895000	
12842	May 19, 2016 13:17:24.359153000	
12843	May 19, 2016 13:17:24.359154000	
12844	May 19, 2016 13:17:24.365421000	
12845	May 19, 2016 13:17:24.365429000	
12846	May 19, 2016 13:17:24.375491000	
12847	May 19, 2016 13:17:24.375580000	
12848	May 19, 2016 13:17:24.376235000	
12849	May 19, 2016 13:17:24.376237000	
12850	May 19, 2016 13:17:24.380877000	
12851	May 19, 2016 13:17:24.380894000	
12852	May 19, 2016 13:17:24.381923000	
12853	May 19, 2016 13:17:24.381971000	
12854	May 19, 2016 13:17:24.384057000	
12855	May 19, 2016 13:17:24.390939000	
12856	May 19, 2016 13:17:24.401731000	
12857	May 19, 2016 13:17:24.401732000	
12858	May 19, 2016 13:17:24.402924000	
12859	May 19, 2016 13:17:24.402983000	
12860	May 19, 2016 13:17:24.406863000	
12861	May 19, 2016 13:17:24.406924000	
12862	May 19, 2016 13:17:24.408843000	
12863	May 19, 2016 13:17:24.412489000	
12864	May 19, 2016 13:17:24.412605000	
12865	May 19, 2016 13:17:24.418646000	0.015663000
12866	May 19, 2016 13:17:24.418700000	0.006095000
12867	May 19, 2016 13:17:24.429160000	
12868	May 19, 2016 13:17:24.429190000	
12869	May 19, 2016 13:17:24.432090000	
12870	May 19, 2016 13:17:24.436181000	0.007021000
12871	May 19, 2016 13:17:24.436220000	0.007030000
12872	May 19, 2016 13:17:24.438229000	0.006139000
12873	May 19, 2016 13:17:24.467090000	
12874	May 19, 2016 13:17:24.467097000	
12875	May 19, 2016 13:17:24.467317000	
12876	May 19, 2016 13:17:24.467382000	
12877	May 19, 2016 13:17:24.476067000	
12878	May 19, 2016 13:17:24.476069000	
12879	May 19, 2016 13:17:24.477682000	
12880	May 19, 2016 13:17:24.493363000	0.026273000
12881	May 19, 2016 13:17:24.493400000	0.026303000
12882	May 19, 2016 13:17:24.493419000	0.026102000
12883	May 19, 2016 13:17:24.493421000	0.026039000
12884	May 19, 2016 13:17:24.494052000	0.017985000
12885	May 19, 2016 13:17:24.494311000	0.018242000
12886	May 19, 2016 13:17:24.494357000	0.016675000
12887	May 19, 2016 13:17:24.513578000	
12888	May 19, 2016 13:17:24.513678000	
12889	May 19, 2016 13:17:24.513767000	
12890	May 19, 2016 13:17:24.514234000	
12891	May 19, 2016 13:17:24.514235000	
12892	May 19, 2016 13:17:24.514531000	
12893	May 19, 2016 13:17:24.515142000	
12894	May 19, 2016 13:17:24.520470000	0.006892000
12895	May 19, 2016 13:17:24.520514000	0.006836000
12896	May 19, 2016 13:17:24.520535000	0.006768000
12897	May 19, 2016 13:17:24.520537000	0.006303000
12898	May 19, 2016 13:17:24.520538000	0.006303000
12899	May 19, 2016 13:17:24.520539000	0.006008000
12900	May 19, 2016 13:17:24.520540000	0.005398000
12901	May 19, 2016 13:17:24.540467000	
12902	May 19, 2016 13:17:24.540536000	
12903	May 19, 2016 13:17:24.540729000	
12904	May 19, 2016 13:17:24.540775000	
12905	May 19, 2016 13:17:24.540889000	
12906	May 19, 2016 13:17:24.541933000	
12907	May 19, 2016 13:17:24.542002000	
12908	May 19, 2016 13:17:24.545731000	0.005264000
12909	May 19, 2016 13:17:24.545790000	0.005254000
12910	May 19, 2016 13:17:24.545831000	0.005102000
12911	May 19, 2016 13:17:24.545832000	0.005057000
12912	May 19, 2016 13:17:24.546000000	0.005111000
12913	May 19, 2016 13:17:24.547290000	0.005357000
12914	May 19, 2016 13:17:24.547403000	0.005401000
12915	May 19, 2016 13:17:24.568723000	
12916	May 19, 2016 13:17:24.568810000	
12917	May 19, 2016 13:17:24.568855000	
12918	May 19, 2016 13:17:24.569017000	
12919	May 19, 2016 13:17:24.569203000	
12920	May 19, 2016 13:17:24.569213000	
12921	May 19, 2016 13:17:24.569386000	
12922	May 19, 2016 13:17:24.570302000	
12923	May 19, 2016 13:17:24.573941000	0.005218000
12924	May 19, 2016 13:17:24.573947000	0.005137000
12925	May 19, 2016 13:17:24.573948000	0.005093000
12926	May 19, 2016 13:17:24.575073000	0.006056000
12927	May 19, 2016 13:17:24.575197000	0.005994000
12928	May 19, 2016 13:17:24.575242000	0.006029000
12929	May 19, 2016 13:17:24.575243000	0.005857000
12930	May 19, 2016 13:17:24.575889000	0.005587000
12931	May 19, 2016 13:17:24.595988000	
12932	May 19, 2016 13:17:24.596071000	
12933	May 19, 2016 13:17:24.597470000	
12934	May 19, 2016 13:17:24.597486000	
12935	May 19, 2016 13:17:24.597988000	
12936	May 19, 2016 13:17:24.597988000	
12937	May 19, 2016 13:17:24.598223000	
12938	May 19, 2016 13:17:24.599398000	
12939	May 19, 2016 13:17:24.601364000	0.005376000
12940	May 19, 2016 13:17:24.602523000	0.006452000
12941	May 19, 2016 13:17:24.602523000	
12942	May 19, 2016 13:17:24.603277000	
12943	May 19, 2016 13:17:24.603306000	
12944	May 19, 2016 13:17:24.603307000	
12945	May 19, 2016 13:17:24.605292000	
12946	May 19, 2016 13:17:24.626270000	
12947	May 19, 2016 13:17:24.626369000	
12948	May 19, 2016 13:17:24.626392000	
12949	May 19, 2016 13:17:24.626577000	
12950	May 19, 2016 13:17:24.626632000	
12951	May 19, 2016 13:17:24.627349000	
12952	May 19, 2016 13:17:24.632155000	
12953	May 19, 2016 13:17:24.632439000	
12954	May 19, 2016 13:17:24.632531000	
12955	May 19, 2016 13:17:24.632533000	
12956	May 19, 2016 13:17:24.632534000	0.005957000
12957	May 19, 2016 13:17:24.632535000	0.005186000
12958	May 19, 2016 13:17:24.651803000	
12959	May 19, 2016 13:17:24.652415000	
12960	May 19, 2016 13:17:24.652416000	
12961	May 19, 2016 13:17:24.653241000	
12962	May 19, 2016 13:17:24.653242000	
12963	May 19, 2016 13:17:24.653394000	
12964	May 19, 2016 13:17:24.657793000	
12965	May 19, 2016 13:17:24.657910000	
12966	May 19, 2016 13:17:24.657950000	
12967	May 19, 2016 13:17:24.659459000	
12968	May 19, 2016 13:17:24.659679000	
12969	May 19, 2016 13:17:24.659748000	
12970	May 19, 2016 13:17:24.679308000	
12971	May 19, 2016 13:17:24.679310000	
12972	May 19, 2016 13:17:24.679526000	
12973	May 19, 2016 13:17:24.680645000	
12974	May 19, 2016 13:17:24.684792000	
12975	May 19, 2016 13:17:24.684963000	
12976	May 19, 2016 13:17:24.685034000	0.005724000
12977	May 19, 2016 13:17:24.685973000	0.005328000
12978	May 19, 2016 13:17:24.707446000	
12979	May 19, 2016 13:17:24.707555000	
12980	May 19, 2016 13:17:24.708261000	
12981	May 19, 2016 13:17:24.708335000	
12982	May 19, 2016 13:17:24.708404000	
12983	May 19, 2016 13:17:24.712711000	0.005265000
12984	May 19, 2016 13:17:24.712719000	0.005164000
12985	May 19, 2016 13:17:24.713560000	0.005299000
12986	May 19, 2016 13:17:24.713630000	0.005226000
12987	May 19, 2016 13:17:24.732125000	
12988	May 19, 2016 13:17:24.732185000	
12989	May 19, 2016 13:17:24.735483000	
12990	May 19, 2016 13:17:24.735508000	
12991	May 19, 2016 13:17:24.735799000	
12992	May 19, 2016 13:17:24.737621000	0.005496000
12993	May 19, 2016 13:17:24.737706000	0.005521000
12994	May 19, 2016 13:17:24.740752000	0.005269000
12995	May 19, 2016 13:17:24.740886000	0.005378000
12996	May 19, 2016 13:17:24.740888000	0.005089000
12997	May 19, 2016 13:17:24.762418000	
12998	May 19, 2016 13:17:24.762551000	
12999	May 19, 2016 13:17:24.762552000	
13000	May 19, 2016 13:17:24.762805000	
13001	May 19, 2016 13:17:24.762805000	
13002	May 19, 2016 13:17:24.769822000	0.007404000
13003	May 19, 2016 13:17:24.769837000	0.007286000
13004	May 19, 2016 13:17:24.769839000	0.007287000
13005	May 19, 2016 13:17:24.769840000	0.007035000
13006	May 19, 2016 13:17:24.769842000	0.007037000
13007	May 19, 2016 13:17:24.794027000	
13008	May 19, 2016 13:17:24.794029000	
13009	May 19, 2016 13:17:24.794637000	
13010	May 19, 2016 13:17:24.794637000	
13011	May 19, 2016 13:17:24.796085000	
13012	May 19, 2016 13:17:24.796114000	
13013	May 19, 2016 13:17:24.799340000	0.005313000
13014	May 19, 2016 13:17:24.801755000	0.007118000
13015	May 19, 2016 13:17:24.801790000	0.007153000
13016	May 19, 2016 13:17:24.801792000	0.005707000
13017	May 19, 2016 13:17:24.801793000	0.005679000
13018	May 19, 2016 13:17:24.818603000	
13019	May 19, 2016 13:17:24.820696000	
13020	May 19, 2016 13:17:24.820698000	
13021	May 19, 2016 13:17:24.822332000	
13022	May 19, 2016 13:17:24.822422000	
13023	May 19, 2016 13:17:24.822538000	
13024	May 19, 2016 13:17:24.823696000	0.005093000
13025	May 19, 2016 13:17:24.825893000	0.005197000
13026	May 19, 2016 13:17:24.825990000	0.005292000
13027	May 19, 2016 13:17:24.827534000	0.005202000
13028	May 19, 2016 13:17:24.827560000	0.005138000
13029	May 19, 2016 13:17:24.828669000	0.006131000
13030	May 19, 2016 13:17:24.844219000	
13031	May 19, 2016 13:17:24.849387000	0.005168000
13032	May 19, 2016 13:17:24.851439000	
13033	May 19, 2016 13:17:24.851522000	
13034	May 19, 2016 13:17:24.851589000	
13035	May 19, 2016 13:17:24.851725000	
13036	May 19, 2016 13:17:24.852579000	
13037	May 19, 2016 13:17:24.857059000	0.005620000
13038	May 19, 2016 13:17:24.857146000	0.005624000
13039	May 19, 2016 13:17:24.857179000	0.005590000
13040	May 19, 2016 13:17:24.857181000	0.005456000
13041	May 19, 2016 13:17:24.858016000	0.005437000
13042	May 19, 2016 13:17:24.870341000	
13043	May 19, 2016 13:17:24.870755000	
13044	May 19, 2016 13:17:24.875910000	0.005569000
13045	May 19, 2016 13:17:24.875938000	0.005183000
13046	May 19, 2016 13:17:24.876424000	
13047	May 19, 2016 13:17:24.876565000	
13048	May 19, 2016 13:17:24.877607000	
13049	May 19, 2016 13:17:24.877744000	
13050	May 19, 2016 13:17:24.877848000	
13051	May 19, 2016 13:17:24.881803000	0.005379000
13052	May 19, 2016 13:17:24.881806000	0.005241000
13053	May 19, 2016 13:17:24.883076000	0.005469000
13054	May 19, 2016 13:17:24.883126000	0.005382000
13055	May 19, 2016 13:17:24.883128000	0.005280000
13056	May 19, 2016 13:17:24.898925000	
13057	May 19, 2016 13:17:24.899064000	
13058	May 19, 2016 13:17:24.905139000	0.006214000
13059	May 19, 2016 13:17:24.905230000	0.006166000
13060	May 19, 2016 13:17:24.909605000	
13061	May 19, 2016 13:17:24.909783000	
13062	May 19, 2016 13:17:24.910190000	
13063	May 19, 2016 13:17:24.910207000	
13064	May 19, 2016 13:17:24.911285000	
13065	May 19, 2016 13:17:24.915211000	0.005606000
13066	May 19, 2016 13:17:24.915216000	0.005433000
13067	May 19, 2016 13:17:24.916810000	0.006620000
13068	May 19, 2016 13:17:24.916995000	0.006788000
13069	May 19, 2016 13:17:24.917024000	0.005739000
13070	May 19, 2016 13:17:24.925128000	
13071	May 19, 2016 13:17:24.925171000	
13072	May 19, 2016 13:17:24.925301000	
13073	May 19, 2016 13:17:24.931079000	0.005951000
13074	May 19, 2016 13:17:24.931167000	0.005996000
13075	May 19, 2016 13:17:24.931218000	0.005917000
13076	May 19, 2016 13:17:24.938108000	
13077	May 19, 2016 13:17:24.938197000	
13078	May 19, 2016 13:17:24.938222000	
13079	May 19, 2016 13:17:24.939105000	
13080	May 19, 2016 13:17:24.943616000	0.005419000
13081	May 19, 2016 13:17:24.943629000	0.005407000
13082	May 19, 2016 13:17:24.944732000	0.005627000
13083	May 19, 2016 13:17:24.949894000	
13084	May 19, 2016 13:17:24.950346000	
13085	May 19, 2016 13:17:24.950424000	
13086	May 19, 2016 13:17:24.955002000	
13087	May 19, 2016 13:17:24.955551000	
13088	May 19, 2016 13:17:24.955624000	
13089	May 19, 2016 13:17:24.963311000	
13090	May 19, 2016 13:17:24.963387000	
13091	May 19, 2016 13:17:24.963554000	
13092	May 19, 2016 13:17:24.963555000	
13093	May 19, 2016 13:17:24.964585000	
13094	May 19, 2016 13:17:24.969539000	
13095	May 19, 2016 13:17:24.969687000	
13096	May 19, 2016 13:17:24.969927000	
13097	May 19, 2016 13:17:24.969928000	
13098	May 19, 2016 13:17:24.969928000	
13099	May 19, 2016 13:17:24.976288000	
13100	May 19, 2016 13:17:24.976761000	
13101	May 19, 2016 13:17:24.976800000	
13102	May 19, 2016 13:17:24.981462000	
13103	May 19, 2016 13:17:24.981973000	
13104	May 19, 2016 13:17:24.982015000	0.005254000
13105	May 19, 2016 13:17:24.990293000	
13106	May 19, 2016 13:17:24.992206000	
13107	May 19, 2016 13:17:24.992217000	
13108	May 19, 2016 13:17:24.999186000	0.008893000
13109	May 19, 2016 13:17:24.999324000	0.007118000
13110	May 19, 2016 13:17:24.999358000	0.007141000
13111	May 19, 2016 13:17:25.003150000	
13112	May 19, 2016 13:17:25.003190000	
13113	May 19, 2016 13:17:25.003351000	
13114	May 19, 2016 13:17:25.008310000	0.005160000
13115	May 19, 2016 13:17:25.008311000	0.005121000
13116	May 19, 2016 13:17:25.009084000	0.005733000
13117	May 19, 2016 13:17:25.017582000	
13118	May 19, 2016 13:17:25.017649000	
13119	May 19, 2016 13:17:25.017954000	
13120	May 19, 2016 13:17:25.018229000	
13121	May 19, 2016 13:17:25.022768000	0.005186000
13122	May 19, 2016 13:17:25.022858000	0.005209000
13123	May 19, 2016 13:17:25.023960000	0.006006000
13124	May 19, 2016 13:17:25.024067000	0.005838000
13125	May 19, 2016 13:17:25.029839000	
13126	May 19, 2016 13:17:25.030000000	
13127	May 19, 2016 13:17:25.030047000	
13128	May 19, 2016 13:17:25.031997000	
13129	May 19, 2016 13:17:25.035239000	0.005400000
13130	May 19, 2016 13:17:25.035247000	0.005247000
13131	May 19, 2016 13:17:25.035268000	0.005221000
13132	May 19, 2016 13:17:25.037182000	0.005185000
13133	May 19, 2016 13:17:25.044238000	
13134	May 19, 2016 13:17:25.044239000	
13135	May 19, 2016 13:17:25.046301000	
13136	May 19, 2016 13:17:25.046332000	
13137	May 19, 2016 13:17:25.050437000	0.006199000
13138	May 19, 2016 13:17:25.050581000	0.006342000
13139	May 19, 2016 13:17:25.051423000	0.005122000
13140	May 19, 2016 13:17:25.051484000	0.005152000
13141	May 19, 2016 13:17:25.055782000	
13142	May 19, 2016 13:17:25.057127000	
13143	May 19, 2016 13:17:25.057266000	
13144	May 19, 2016 13:17:25.060386000	
13145	May 19, 2016 13:17:25.061009000	0.005227000
13146	May 19, 2016 13:17:25.062572000	0.005445000
13147	May 19, 2016 13:17:25.062572000	0.005306000
13148	May 19, 2016 13:17:25.065907000	0.005521000
13149	May 19, 2016 13:17:25.072867000	
13150	May 19, 2016 13:17:25.072972000	
13151	May 19, 2016 13:17:25.073006000	
13152	May 19, 2016 13:17:25.073199000	
13153	May 19, 2016 13:17:25.078116000	0.005249000
13154	May 19, 2016 13:17:25.078122000	0.005150000
13155	May 19, 2016 13:17:25.078124000	0.005118000
13156	May 19, 2016 13:17:25.079574000	0.006375000
13157	May 19, 2016 13:17:25.080900000	
13158	May 19, 2016 13:17:25.081864000	
13159	May 19, 2016 13:17:25.081937000	
13160	May 19, 2016 13:17:25.085421000	
13161	May 19, 2016 13:17:25.087638000	0.006738000
13162	May 19, 2016 13:17:25.087672000	0.005808000
13163	May 19, 2016 13:17:25.087673000	0.005736000
13164	May 19, 2016 13:17:25.090651000	0.005230000
13165	May 19, 2016 13:17:25.098120000	
13166	May 19, 2016 13:17:25.099130000	
13167	May 19, 2016 13:17:25.101515000	
13168	May 19, 2016 13:17:25.103244000	
13169	May 19, 2016 13:17:25.104352000	
13170	May 19, 2016 13:17:25.106676000	
13171	May 19, 2016 13:17:25.106738000	
13172	May 19, 2016 13:17:25.106734000	
13173	May 19, 2016 13:17:25.108271000	
13174	May 19, 2016 13:17:25.109301000	
13175	May 19, 2016 13:17:25.112413000	
13176	May 19, 2016 13:17:25.112494000	
13177	May 19, 2016 13:17:25.114191000	
13178	May 19, 2016 13:17:25.114472000	
13179	May 19, 2016 13:17:25.123856000	
13180	May 19, 2016 13:17:25.126021000	
13181	May 19, 2016 13:17:25.129189000	
13182	May 19, 2016 13:17:25.131283000	0.021982000
13183	May 19, 2016 13:17:25.132195000	
13184	May 19, 2016 13:17:25.134909000	
13185	May 19, 2016 13:17:25.137363000	
13186	May 19, 2016 13:17:25.140216000	
13187	May 19, 2016 13:17:25.148612000	
13188	May 19, 2016 13:17:25.153818000	0.018909000
13189	May 19, 2016 13:17:25.160361000	
13190	May 19, 2016 13:17:25.160362000	
13191	May 19, 2016 13:17:25.161821000	
13192	May 19, 2016 13:17:25.165981000	
13193	May 19, 2016 13:17:25.166042000	
13194	May 19, 2016 13:17:25.168318000	
13195	May 19, 2016 13:17:25.172905000	
13196	May 19, 2016 13:17:25.178248000	
13197	May 19, 2016 13:17:25.185769000	
13198	May 19, 2016 13:17:25.188690000	
13199	May 19, 2016 13:17:25.192381000	
13200	May 19, 2016 13:17:25.203163000	0.017394000
13201	May 19, 2016 13:17:25.220780000	
13202	May 19, 2016 13:17:25.223866000	
13203	May 19, 2016 13:17:25.226959000	
13204	May 19, 2016 13:17:25.229430000	
13205	May 19, 2016 13:17:25.248940000	
13206	May 19, 2016 13:17:25.249709000	
13207	May 19, 2016 13:17:25.254649000	
13208	May 19, 2016 13:17:25.256988000	
13209	May 19, 2016 13:17:25.275706000	
13210	May 19, 2016 13:17:25.275707000	
13211	May 19, 2016 13:17:25.281540000	0.031831000
13212	May 19, 2016 13:17:25.281759000	0.006052000
13213	May 19, 2016 13:17:25.283802000	
13214	May 19, 2016 13:17:25.289042000	0.005240000
13215	May 19, 2016 13:17:25.304789000	
13216	May 19, 2016 13:17:25.304791000	
13217	May 19, 2016 13:17:25.305083000	
13218	May 19, 2016 13:17:25.310288000	0.005499000
13219	May 19, 2016 13:17:25.310391000	0.005600000
13220	May 19, 2016 13:17:25.310421000	0.005338000
13221	May 19, 2016 13:17:25.312155000	
13222	May 19, 2016 13:17:25.317485000	0.005330000
13223	May 19, 2016 13:17:25.335287000	
13224	May 19, 2016 13:17:25.335386000	
13225	May 19, 2016 13:17:25.337534000	
13226	May 19, 2016 13:17:25.341030000	0.005743000
13227	May 19, 2016 13:17:25.341146000	0.005760000
13228	May 19, 2016 13:17:25.343032000	
13229	May 19, 2016 13:17:25.362198000	
13230	May 19, 2016 13:17:25.362199000	
13231	May 19, 2016 13:17:25.367652000	
13232	May 19, 2016 13:17:25.380021000	
13233	May 19, 2016 13:17:25.380030000	
13234	May 19, 2016 13:17:25.381966000	
13235	May 19, 2016 13:17:25.464240000	
13236	May 19, 2016 13:17:25.464241000	
13237	May 19, 2016 13:17:25.560237000	
13238	May 19, 2016 13:17:25.560244000	0.096004000
13239	May 19, 2016 13:17:25.604703000	
13240	May 19, 2016 13:17:25.604773000	
13241	May 19, 2016 13:17:25.610179000	0.005476000
13242	May 19, 2016 13:17:25.611084000	0.006311000
13243	May 19, 2016 13:17:25.645345000	
13244	May 19, 2016 13:17:25.645498000	
13245	May 19, 2016 13:17:25.651250000	
13246	May 19, 2016 13:17:25.658498000	0.013153000
13247	May 19, 2016 13:17:25.658655000	0.013157000
13248	May 19, 2016 13:17:25.662698000	0.011448000
13249	May 19, 2016 13:17:25.683251000	
13250	May 19, 2016 13:17:25.683348000	
13251	May 19, 2016 13:17:25.683418000	
13252	May 19, 2016 13:17:25.687055000	
13253	May 19, 2016 13:17:25.688560000	0.005309000
13254	May 19, 2016 13:17:25.688652000	0.005304000
13255	May 19, 2016 13:17:25.688707000	0.005289000
13256	May 19, 2016 13:17:25.692690000	0.005635000
13257	May 19, 2016 13:17:25.710864000	
13258	May 19, 2016 13:17:25.710950000	
13259	May 19, 2016 13:17:25.712029000	
13260	May 19, 2016 13:17:25.716002000	
13261	May 19, 2016 13:17:25.716606000	0.005742000
13262	May 19, 2016 13:17:25.716715000	0.005765000
13263	May 19, 2016 13:17:25.717137000	0.005108000
13264	May 19, 2016 13:17:25.721273000	0.005271000
13265	May 19, 2016 13:17:25.737082000	
13266	May 19, 2016 13:17:25.737343000	
13267	May 19, 2016 13:17:25.737500000	
13268	May 19, 2016 13:17:25.742893000	0.005811000
13269	May 19, 2016 13:17:25.742962000	0.005619000
13270	May 19, 2016 13:17:25.742986000	0.005486000
13271	May 19, 2016 13:17:25.743553000	
13272	May 19, 2016 13:17:25.748778000	0.005225000
13273	May 19, 2016 13:17:25.768227000	
13274	May 19, 2016 13:17:25.768228000	
13275	May 19, 2016 13:17:25.768565000	
13276	May 19, 2016 13:17:25.768566000	
13277	May 19, 2016 13:17:25.773566000	0.005339000
13278	May 19, 2016 13:17:25.773674000	0.005446000
13279	May 19, 2016 13:17:25.773678000	0.005113000
13280	May 19, 2016 13:17:25.773679000	0.005113000
13281	May 19, 2016 13:17:25.793162000	
13282	May 19, 2016 13:17:25.793230000	
13283	May 19, 2016 13:17:25.793407000	
13284	May 19, 2016 13:17:25.793407000	
13285	May 19, 2016 13:17:25.793562000	
13286	May 19, 2016 13:17:25.798821000	0.005659000
13287	May 19, 2016 13:17:25.799146000	0.005916000
13288	May 19, 2016 13:17:25.799238000	0.005831000
13289	May 19, 2016 13:17:25.799240000	0.005833000
13290	May 19, 2016 13:17:25.799241000	0.005679000
13291	May 19, 2016 13:17:25.821210000	
13292	May 19, 2016 13:17:25.821317000	
13293	May 19, 2016 13:17:25.823086000	
13294	May 19, 2016 13:17:25.823087000	
13295	May 19, 2016 13:17:25.823650000	
13296	May 19, 2016 13:17:25.827714000	0.006504000
13297	May 19, 2016 13:17:25.827959000	0.006642000
13298	May 19, 2016 13:17:25.829790000	0.006704000
13299	May 19, 2016 13:17:25.830321000	0.007234000
13300	May 19, 2016 13:17:25.830455000	0.006805000
13301	May 19, 2016 13:17:25.847145000	
13302	May 19, 2016 13:17:25.847188000	
13303	May 19, 2016 13:17:25.852319000	
13304	May 19, 2016 13:17:25.852420000	
13305	May 19, 2016 13:17:25.852717000	0.005572000
13306	May 19, 2016 13:17:25.852719000	0.005531000
13307	May 19, 2016 13:17:25.852723000	
13308	May 19, 2016 13:17:25.852724000	
13309	May 19, 2016 13:17:25.857796000	0.005477000
13310	May 19, 2016 13:17:25.857798000	0.005378000
13311	May 19, 2016 13:17:25.857881000	0.005158000
13312	May 19, 2016 13:17:25.857892000	0.005168000
13313	May 19, 2016 13:17:25.876317000	
13314	May 19, 2016 13:17:25.876318000	
13315	May 19, 2016 13:17:25.879629000	
13316	May 19, 2016 13:17:25.879753000	
13317	May 19, 2016 13:17:25.879753000	
13318	May 19, 2016 13:17:25.880279000	
13319	May 19, 2016 13:17:25.881589000	0.005272000
13320	May 19, 2016 13:17:25.881618000	0.005300000
13321	May 19, 2016 13:17:25.885347000	0.005718000
13322	May 19, 2016 13:17:25.885431000	0.005678000
13323	May 19, 2016 13:17:25.885465000	0.005712000
13324	May 19, 2016 13:17:25.885467000	0.005188000
13325	May 19, 2016 13:17:25.900900000	
13326	May 19, 2016 13:17:25.900953000	
13327	May 19, 2016 13:17:25.901923000	
13328	May 19, 2016 13:17:25.908775000	0.007875000
13329	May 19, 2016 13:17:25.908781000	0.007828000
13330	May 19, 2016 13:17:25.908782000	0.006859000
13331	May 19, 2016 13:17:25.908752000	
13332	May 19, 2016 13:17:25.908753000	
13333	May 19, 2016 13:17:25.908872000	
13334	May 19, 2016 13:17:25.909079000	
13335	May 19, 2016 13:17:25.916772000	0.008020000
13336	May 19, 2016 13:17:25.916772000	0.008019000
13337	May 19, 2016 13:17:25.916772000	0.007900000
13338	May 19, 2016 13:17:25.916772000	0.007693000
13339	May 19, 2016 13:17:25.928474000	
13340	May 19, 2016 13:17:25.928889000	
13341	May 19, 2016 13:17:25.928889000	
13342	May 19, 2016 13:17:25.934000000	0.005526000
13343	May 19, 2016 13:17:25.934079000	0.005190000
13344	May 19, 2016 13:17:25.934124000	0.005235000
13345	May 19, 2016 13:17:25.937236000	
13346	May 19, 2016 13:17:25.937341000	
13347	May 19, 2016 13:17:25.939174000	
13348	May 19, 2016 13:17:25.939175000	
13349	May 19, 2016 13:17:25.943017000	0.005676000
13350	May 19, 2016 13:17:25.944367000	0.005193000
13351	May 19, 2016 13:17:25.944373000	0.005198000
13352	May 19, 2016 13:17:25.956041000	
13353	May 19, 2016 13:17:25.956203000	
13354	May 19, 2016 13:17:25.957041000	
13355	May 19, 2016 13:17:25.961682000	0.005641000
13356	May 19, 2016 13:17:25.961723000	0.005520000
13357	May 19, 2016 13:17:25.962294000	0.005253000
13358	May 19, 2016 13:17:25.963951000	
13359	May 19, 2016 13:17:25.964349000	
13360	May 19, 2016 13:17:25.964409000	
13361	May 19, 2016 13:17:25.965172000	
13362	May 19, 2016 13:17:25.969030000	0.005079000
13363	May 19, 2016 13:17:25.969642000	0.005293000
13364	May 19, 2016 13:17:25.969645000	0.005236000
13365	May 19, 2016 13:17:25.971060000	0.005888000
13366	May 19, 2016 13:17:25.987614000	
13367	May 19, 2016 13:17:25.987884000	
13368	May 19, 2016 13:17:25.987990000	
13369	May 19, 2016 13:17:25.988223000	
13370	May 19, 2016 13:17:25.989502000	
13371	May 19, 2016 13:17:25.990940000	
13372	May 19, 2016 13:17:25.990940000	
13373	May 19, 2016 13:17:25.991670000	
13374	May 19, 2016 13:17:25.993577000	0.005963000
13375	May 19, 2016 13:17:25.993658000	0.005774000
13376	May 19, 2016 13:17:25.993727000	0.005737000
13377	May 19, 2016 13:17:25.993729000	0.005506000
13378	May 19, 2016 13:17:25.996153000	0.006651000
13379	May 19, 2016 13:17:25.996237000	0.005297000
13380	May 19, 2016 13:17:25.996257000	0.005317000
13381	May 19, 2016 13:17:26.015544000	
13382	May 19, 2016 13:17:26.015544000	
13383	May 19, 2016 13:17:26.017176000	
13384	May 19, 2016 13:17:26.017254000	
