frame.number	frame.time	tcp.analysis.ack_rtt
6316	May 19, 2016 13:17:09.233376000	0.005182000
6317	May 19, 2016 13:17:09.233484000	0.005173000
6318	May 19, 2016 13:17:09.233514000	0.005140000
6319	May 19, 2016 13:17:09.234691000	0.005547000
6320	May 19, 2016 13:17:09.234768000	0.005554000
6321	May 19, 2016 13:17:09.261700000	
6322	May 19, 2016 13:17:09.261758000	
6323	May 19, 2016 13:17:09.262020000	
6324	May 19, 2016 13:17:09.262021000	
6325	May 19, 2016 13:17:09.262877000	
6326	May 19, 2016 13:17:09.263245000	
6327	May 19, 2016 13:17:09.263287000	
6328	May 19, 2016 13:17:09.263815000	
6329	May 19, 2016 13:17:09.268593000	0.006893000
6330	May 19, 2016 13:17:09.268615000	
6331	May 19, 2016 13:17:09.268761000	0.007003000
6332	May 19, 2016 13:17:09.268790000	0.006770000
6333	May 19, 2016 13:17:09.268804000	0.006783000
6334	May 19, 2016 13:17:09.268939000	0.006062000
6335	May 19, 2016 13:17:09.269031000	0.005786000
6336	May 19, 2016 13:17:09.269055000	0.005768000
6337	May 19, 2016 13:17:09.270369000	0.006554000
6338	May 19, 2016 13:17:09.274026000	0.005411000
6339	May 19, 2016 13:17:09.314498000	
6340	May 19, 2016 13:17:09.314507000	
6341	May 19, 2016 13:17:09.314666000	
6342	May 19, 2016 13:17:09.314786000	
6343	May 19, 2016 13:17:09.314941000	
6344	May 19, 2016 13:17:09.315041000	
6345	May 19, 2016 13:17:09.315139000	
6346	May 19, 2016 13:17:09.316064000	
6347	May 19, 2016 13:17:09.316263000	
6348	May 19, 2016 13:17:09.316306000	
6349	May 19, 2016 13:17:09.319672000	0.005174000
6350	May 19, 2016 13:17:09.319845000	0.005338000
6351	May 19, 2016 13:17:09.319847000	0.005181000
6352	May 19, 2016 13:17:09.319848000	0.005062000
6353	May 19, 2016 13:17:09.320079000	0.005138000
6354	May 19, 2016 13:17:09.321136000	0.006095000
6355	May 19, 2016 13:17:09.321159000	0.006020000
6356	May 19, 2016 13:17:09.321371000	0.005307000
6357	May 19, 2016 13:17:09.321383000	0.005120000
6358	May 19, 2016 13:17:09.321385000	0.005079000
6359	May 19, 2016 13:17:09.340065000	
6360	May 19, 2016 13:17:09.340066000	
6361	May 19, 2016 13:17:09.340254000	
6362	May 19, 2016 13:17:09.340370000	
6363	May 19, 2016 13:17:09.343394000	
6364	May 19, 2016 13:17:09.343450000	
6365	May 19, 2016 13:17:09.343644000	
6366	May 19, 2016 13:17:09.343760000	
6367	May 19, 2016 13:17:09.343821000	
6368	May 19, 2016 13:17:09.343923000	
6369	May 19, 2016 13:17:09.346231000	0.006166000
6370	May 19, 2016 13:17:09.346473000	0.006407000
6371	May 19, 2016 13:17:09.346636000	0.006382000
6372	May 19, 2016 13:17:09.346640000	0.006270000
6373	May 19, 2016 13:17:09.348534000	0.005140000
6374	May 19, 2016 13:17:09.348615000	0.005165000
6375	May 19, 2016 13:17:09.350111000	0.006467000
6376	May 19, 2016 13:17:09.350117000	0.006357000
6377	May 19, 2016 13:17:09.350118000	0.006297000
6378	May 19, 2016 13:17:09.350119000	0.006196000
6379	May 19, 2016 13:17:09.471147000	
6380	May 19, 2016 13:17:09.471254000	
6381	May 19, 2016 13:17:09.471296000	
6382	May 19, 2016 13:17:09.471460000	
6383	May 19, 2016 13:17:09.471633000	
6384	May 19, 2016 13:17:09.471634000	
6385	May 19, 2016 13:17:09.471818000	
6386	May 19, 2016 13:17:09.471984000	
6387	May 19, 2016 13:17:09.472052000	
6388	May 19, 2016 13:17:09.472163000	
6389	May 19, 2016 13:17:09.472290000	
6390	May 19, 2016 13:17:09.477166000	0.006019000
6391	May 19, 2016 13:17:09.477373000	0.006119000
6392	May 19, 2016 13:17:09.477446000	0.006150000
6393	May 19, 2016 13:17:09.479291000	0.007658000
6394	May 19, 2016 13:17:09.479443000	0.007809000
6395	May 19, 2016 13:17:09.479504000	0.007686000
6396	May 19, 2016 13:17:09.479505000	0.007521000
6397	May 19, 2016 13:17:09.479506000	0.007454000
6398	May 19, 2016 13:17:09.479507000	0.007344000
6399	May 19, 2016 13:17:09.479508000	0.007218000
6400	May 19, 2016 13:17:09.493491000	
6401	May 19, 2016 13:17:09.500774000	0.007283000
6402	May 19, 2016 13:17:09.500770000	
6403	May 19, 2016 13:17:09.500772000	
6404	May 19, 2016 13:17:09.501060000	
6405	May 19, 2016 13:17:09.501060000	
6406	May 19, 2016 13:17:09.501845000	
6407	May 19, 2016 13:17:09.501845000	
6408	May 19, 2016 13:17:09.502914000	
6409	May 19, 2016 13:17:09.502915000	
6410	May 19, 2016 13:17:09.503114000	
6411	May 19, 2016 13:17:09.506540000	0.005770000
6412	May 19, 2016 13:17:09.506617000	0.005845000
6413	May 19, 2016 13:17:09.506618000	0.005558000
6414	May 19, 2016 13:17:09.506620000	0.005560000
6415	May 19, 2016 13:17:09.506855000	
6416	May 19, 2016 13:17:09.506879000	
6417	May 19, 2016 13:17:09.508067000	0.006222000
6418	May 19, 2016 13:17:09.508163000	0.006318000
6419	May 19, 2016 13:17:09.508192000	0.005278000
6420	May 19, 2016 13:17:09.508194000	0.005279000
6421	May 19, 2016 13:17:09.508282000	0.005168000
6422	May 19, 2016 13:17:09.512000000	0.005145000
6423	May 19, 2016 13:17:09.512034000	0.005155000
6424	May 19, 2016 13:17:09.529160000	
6425	May 19, 2016 13:17:09.529253000	
6426	May 19, 2016 13:17:09.529582000	
6427	May 19, 2016 13:17:09.529654000	
6428	May 19, 2016 13:17:09.530307000	
6429	May 19, 2016 13:17:09.530308000	
6430	May 19, 2016 13:17:09.530851000	
6431	May 19, 2016 13:17:09.530927000	
6432	May 19, 2016 13:17:09.531045000	
6433	May 19, 2016 13:17:09.531129000	
6434	May 19, 2016 13:17:09.533854000	
6435	May 19, 2016 13:17:09.533945000	
6436	May 19, 2016 13:17:09.534616000	0.005456000
6437	May 19, 2016 13:17:09.534645000	0.005392000
6438	May 19, 2016 13:17:09.535569000	0.005987000
6439	May 19, 2016 13:17:09.535756000	0.006102000
6440	May 19, 2016 13:17:09.535862000	0.005555000
6441	May 19, 2016 13:17:09.535865000	0.005557000
6442	May 19, 2016 13:17:09.536081000	0.005230000
6443	May 19, 2016 13:17:09.536201000	0.005274000
6444	May 19, 2016 13:17:09.536230000	0.005185000
6445	May 19, 2016 13:17:09.536231000	0.005102000
6446	May 19, 2016 13:17:09.539150000	0.005296000
6447	May 19, 2016 13:17:09.539287000	0.005342000
6448	May 19, 2016 13:17:09.555428000	
6449	May 19, 2016 13:17:09.555459000	
6450	May 19, 2016 13:17:09.560617000	0.005189000
6451	May 19, 2016 13:17:09.560669000	0.005210000
6452	May 19, 2016 13:17:09.564833000	
6453	May 19, 2016 13:17:09.564833000	
6454	May 19, 2016 13:17:09.565013000	
6455	May 19, 2016 13:17:09.565367000	
6456	May 19, 2016 13:17:09.565368000	
6457	May 19, 2016 13:17:09.566299000	
6458	May 19, 2016 13:17:09.566351000	
6459	May 19, 2016 13:17:09.566584000	
6460	May 19, 2016 13:17:09.568559000	
6461	May 19, 2016 13:17:09.568561000	
6462	May 19, 2016 13:17:09.569092000	
6463	May 19, 2016 13:17:09.572312000	0.007479000
6464	May 19, 2016 13:17:09.572358000	0.007525000
6465	May 19, 2016 13:17:09.572361000	0.007348000
6466	May 19, 2016 13:17:09.572363000	0.006996000
6467	May 19, 2016 13:17:09.572365000	0.006997000
6468	May 19, 2016 13:17:09.572366000	0.006067000
6469	May 19, 2016 13:17:09.572368000	0.006017000
6470	May 19, 2016 13:17:09.572369000	0.005785000
6471	May 19, 2016 13:17:09.574305000	0.005746000
6472	May 19, 2016 13:17:09.574465000	0.005904000
6473	May 19, 2016 13:17:09.574847000	0.005755000
6474	May 19, 2016 13:17:09.595468000	
6475	May 19, 2016 13:17:09.595469000	
6476	May 19, 2016 13:17:09.596040000	
6477	May 19, 2016 13:17:09.596040000	
6478	May 19, 2016 13:17:09.602602000	0.007134000
6479	May 19, 2016 13:17:09.602691000	0.007222000
6480	May 19, 2016 13:17:09.602693000	0.006653000
6481	May 19, 2016 13:17:09.602694000	0.006654000
6482	May 19, 2016 13:17:09.603086000	
6483	May 19, 2016 13:17:09.603088000	
6484	May 19, 2016 13:17:09.603402000	
6485	May 19, 2016 13:17:09.603403000	
6486	May 19, 2016 13:17:09.604337000	
6487	May 19, 2016 13:17:09.604339000	
6488	May 19, 2016 13:17:09.604576000	
6489	May 19, 2016 13:17:09.604577000	
6490	May 19, 2016 13:17:09.605636000	
6491	May 19, 2016 13:17:09.612952000	0.009866000
6492	May 19, 2016 13:17:09.613018000	0.009930000
6493	May 19, 2016 13:17:09.613020000	0.009618000
6494	May 19, 2016 13:17:09.613022000	0.009619000
6495	May 19, 2016 13:17:09.613023000	0.008686000
6496	May 19, 2016 13:17:09.613025000	0.008686000
6497	May 19, 2016 13:17:09.613026000	0.008450000
6498	May 19, 2016 13:17:09.613027000	0.008450000
6499	May 19, 2016 13:17:09.613029000	0.007393000
6500	May 19, 2016 13:17:09.644808000	
6501	May 19, 2016 13:17:09.644847000	
6502	May 19, 2016 13:17:09.644990000	
6503	May 19, 2016 13:17:09.645085000	
6504	May 19, 2016 13:17:09.645189000	
6505	May 19, 2016 13:17:09.645459000	
6506	May 19, 2016 13:17:09.645460000	
6507	May 19, 2016 13:17:09.645667000	
6508	May 19, 2016 13:17:09.649929000	0.005121000
6509	May 19, 2016 13:17:09.649934000	0.005087000
6510	May 19, 2016 13:17:09.650476000	
6511	May 19, 2016 13:17:09.650478000	
6512	May 19, 2016 13:17:09.650651000	
6513	May 19, 2016 13:17:09.651438000	0.006448000
6514	May 19, 2016 13:17:09.651437000	
6515	May 19, 2016 13:17:09.651516000	0.006431000
6516	May 19, 2016 13:17:09.651515000	
6517	May 19, 2016 13:17:09.651560000	0.006371000
6518	May 19, 2016 13:17:09.651561000	0.006102000
6519	May 19, 2016 13:17:09.651562000	0.006102000
6520	May 19, 2016 13:17:09.651563000	0.005896000
6521	May 19, 2016 13:17:09.656557000	0.006079000
6522	May 19, 2016 13:17:09.656748000	0.006097000
6523	May 19, 2016 13:17:09.656784000	0.005347000
6524	May 19, 2016 13:17:09.656785000	0.005270000
6525	May 19, 2016 13:17:09.672155000	
6526	May 19, 2016 13:17:09.672213000	
6527	May 19, 2016 13:17:09.672366000	
6528	May 19, 2016 13:17:09.674402000	
6529	May 19, 2016 13:17:09.674493000	
6530	May 19, 2016 13:17:09.674797000	
6531	May 19, 2016 13:17:09.674881000	
6532	May 19, 2016 13:17:09.674920000	
6533	May 19, 2016 13:17:09.675985000	
6534	May 19, 2016 13:17:09.677411000	0.005256000
6535	May 19, 2016 13:17:09.677495000	0.005282000
6536	May 19, 2016 13:17:09.677497000	0.005131000
6537	May 19, 2016 13:17:09.679371000	
6538	May 19, 2016 13:17:09.679381000	
6539	May 19, 2016 13:17:09.679615000	
6540	May 19, 2016 13:17:09.679652000	
6541	May 19, 2016 13:17:09.680159000	0.005757000
6542	May 19, 2016 13:17:09.680161000	
6543	May 19, 2016 13:17:09.680248000	0.005755000
6544	May 19, 2016 13:17:09.680277000	0.005480000
6545	May 19, 2016 13:17:09.680278000	0.005397000
6546	May 19, 2016 13:17:09.680279000	0.005359000
6547	May 19, 2016 13:17:09.682128000	0.006143000
6548	May 19, 2016 13:17:09.684778000	0.005407000
6549	May 19, 2016 13:17:09.684864000	0.005483000
6550	May 19, 2016 13:17:09.684983000	0.005368000
6551	May 19, 2016 13:17:09.684984000	0.005332000
6552	May 19, 2016 13:17:09.686026000	0.005865000
6553	May 19, 2016 13:17:09.702544000	
6554	May 19, 2016 13:17:09.702634000	
6555	May 19, 2016 13:17:09.702965000	
6556	May 19, 2016 13:17:09.707014000	
6557	May 19, 2016 13:17:09.707146000	
6558	May 19, 2016 13:17:09.707272000	
6559	May 19, 2016 13:17:09.707273000	
6560	May 19, 2016 13:17:09.710888000	
6561	May 19, 2016 13:17:09.710890000	
6562	May 19, 2016 13:17:09.711337000	
6563	May 19, 2016 13:17:09.716936000	
6564	May 19, 2016 13:17:09.717014000	
6565	May 19, 2016 13:17:09.718732000	0.016188000
6566	May 19, 2016 13:17:09.718820000	0.016186000
6567	May 19, 2016 13:17:09.718857000	0.015892000
6568	May 19, 2016 13:17:09.718858000	
6569	May 19, 2016 13:17:09.718859000	
6570	May 19, 2016 13:17:09.718860000	
6571	May 19, 2016 13:17:09.718861000	
6572	May 19, 2016 13:17:09.718862000	
6573	May 19, 2016 13:17:09.718864000	
6574	May 19, 2016 13:17:09.718865000	
6575	May 19, 2016 13:17:09.722534000	
6576	May 19, 2016 13:17:09.722534000	
6577	May 19, 2016 13:17:09.741966000	
6578	May 19, 2016 13:17:09.742079000	
6579	May 19, 2016 13:17:09.743526000	
6580	May 19, 2016 13:17:09.743526000	
6581	May 19, 2016 13:17:09.744115000	
6582	May 19, 2016 13:17:09.747333000	
6583	May 19, 2016 13:17:09.747458000	
6584	May 19, 2016 13:17:09.747584000	
6585	May 19, 2016 13:17:09.748437000	
6586	May 19, 2016 13:17:09.748552000	
6587	May 19, 2016 13:17:09.748553000	
6588	May 19, 2016 13:17:09.748700000	
6589	May 19, 2016 13:17:09.748700000	
6590	May 19, 2016 13:17:09.748774000	
6591	May 19, 2016 13:17:09.749606000	
6592	May 19, 2016 13:17:09.754336000	0.042999000
6593	May 19, 2016 13:17:09.754366000	
6594	May 19, 2016 13:17:09.754368000	
6595	May 19, 2016 13:17:09.754369000	
6596	May 19, 2016 13:17:09.754370000	0.010255000
6597	May 19, 2016 13:17:09.836641000	
6598	May 19, 2016 13:17:09.836684000	
6599	May 19, 2016 13:17:09.836780000	
6600	May 19, 2016 13:17:09.836950000	
6601	May 19, 2016 13:17:09.837012000	
6602	May 19, 2016 13:17:09.837133000	
6603	May 19, 2016 13:17:09.837860000	
6604	May 19, 2016 13:17:09.837942000	
6605	May 19, 2016 13:17:09.838167000	
6606	May 19, 2016 13:17:09.842279000	
6607	May 19, 2016 13:17:09.842374000	
6608	May 19, 2016 13:17:09.842415000	
6609	May 19, 2016 13:17:09.842416000	
6610	May 19, 2016 13:17:09.842417000	0.005733000
6611	May 19, 2016 13:17:09.842418000	
6612	May 19, 2016 13:17:09.844144000	
6613	May 19, 2016 13:17:09.844224000	
6614	May 19, 2016 13:17:09.844241000	
6615	May 19, 2016 13:17:09.868442000	
6616	May 19, 2016 13:17:09.868544000	
6617	May 19, 2016 13:17:09.868581000	
6618	May 19, 2016 13:17:09.868711000	
6619	May 19, 2016 13:17:09.868808000	
6620	May 19, 2016 13:17:09.868974000	
6621	May 19, 2016 13:17:09.869047000	
6622	May 19, 2016 13:17:09.873770000	
6623	May 19, 2016 13:17:09.873799000	
6624	May 19, 2016 13:17:09.873800000	0.005256000
6625	May 19, 2016 13:17:09.874173000	
6626	May 19, 2016 13:17:09.874174000	
6627	May 19, 2016 13:17:09.875041000	
6628	May 19, 2016 13:17:09.875042000	
6629	May 19, 2016 13:17:09.894078000	
6630	May 19, 2016 13:17:09.894079000	
6631	May 19, 2016 13:17:09.895006000	
6632	May 19, 2016 13:17:09.896731000	
6633	May 19, 2016 13:17:09.896731000	
6634	May 19, 2016 13:17:09.897500000	
6635	May 19, 2016 13:17:09.897500000	
6636	May 19, 2016 13:17:09.899412000	
6637	May 19, 2016 13:17:09.899446000	
6638	May 19, 2016 13:17:09.900527000	0.006448000
6639	May 19, 2016 13:17:09.902827000	0.006096000
6640	May 19, 2016 13:17:09.902872000	0.006141000
6641	May 19, 2016 13:17:09.902897000	0.005397000
6642	May 19, 2016 13:17:09.902899000	0.005399000
6643	May 19, 2016 13:17:09.923353000	
6644	May 19, 2016 13:17:09.923355000	
6645	May 19, 2016 13:17:09.923504000	
6646	May 19, 2016 13:17:09.928828000	0.005475000
6647	May 19, 2016 13:17:09.928848000	0.005493000
6648	May 19, 2016 13:17:09.928880000	0.005376000
6649	May 19, 2016 13:17:09.931320000	
6650	May 19, 2016 13:17:09.931321000	
6651	May 19, 2016 13:17:09.931621000	
6652	May 19, 2016 13:17:09.931621000	
6653	May 19, 2016 13:17:09.931797000	
6654	May 19, 2016 13:17:09.937189000	0.005868000
6655	May 19, 2016 13:17:09.937278000	0.005657000
6656	May 19, 2016 13:17:09.937313000	0.005692000
6657	May 19, 2016 13:17:09.937315000	0.005518000
6658	May 19, 2016 13:17:09.952555000	
6659	May 19, 2016 13:17:09.952557000	
6660	May 19, 2016 13:17:09.952862000	
6661	May 19, 2016 13:17:09.957687000	0.005132000
6662	May 19, 2016 13:17:09.958079000	0.005217000
6663	May 19, 2016 13:17:09.970983000	
6664	May 19, 2016 13:17:09.971070000	
6665	May 19, 2016 13:17:09.971157000	
6666	May 19, 2016 13:17:09.971372000	
6667	May 19, 2016 13:17:09.971372000	
6668	May 19, 2016 13:17:09.976709000	0.005726000
6669	May 19, 2016 13:17:09.976789000	0.005719000
6670	May 19, 2016 13:17:09.976843000	0.005686000
6671	May 19, 2016 13:17:09.976844000	0.005472000
6672	May 19, 2016 13:17:09.976845000	0.005473000
6673	May 19, 2016 13:17:09.987089000	
6674	May 19, 2016 13:17:09.987182000	
6675	May 19, 2016 13:17:09.987343000	
6676	May 19, 2016 13:17:09.992565000	0.005476000
6677	May 19, 2016 13:17:09.992640000	0.005458000
6678	May 19, 2016 13:17:09.992695000	0.005352000
6679	May 19, 2016 13:17:10.004835000	
6680	May 19, 2016 13:17:10.004835000	
6681	May 19, 2016 13:17:10.010956000	
6682	May 19, 2016 13:17:10.010957000	
6683	May 19, 2016 13:17:10.012605000	
6684	May 19, 2016 13:17:10.012649000	0.007814000
6685	May 19, 2016 13:17:10.012651000	0.007816000
6686	May 19, 2016 13:17:10.013145000	
6687	May 19, 2016 13:17:10.019229000	
6688	May 19, 2016 13:17:10.023007000	0.012051000
6689	May 19, 2016 13:17:10.023106000	0.010501000
6690	May 19, 2016 13:17:10.023145000	0.010000000
6691	May 19, 2016 13:17:10.026840000	
6692	May 19, 2016 13:17:10.035395000	
6693	May 19, 2016 13:17:10.035511000	
6694	May 19, 2016 13:17:10.035719000	
6695	May 19, 2016 13:17:10.040837000	
6696	May 19, 2016 13:17:10.040865000	
6697	May 19, 2016 13:17:10.040867000	
6698	May 19, 2016 13:17:10.043566000	
6699	May 19, 2016 13:17:10.043781000	
6700	May 19, 2016 13:17:10.043828000	
6701	May 19, 2016 13:17:10.044110000	
6702	May 19, 2016 13:17:10.047827000	
6703	May 19, 2016 13:17:10.049364000	
6704	May 19, 2016 13:17:10.049430000	
6705	May 19, 2016 13:17:10.049455000	
6706	May 19, 2016 13:17:10.049458000	
6707	May 19, 2016 13:17:10.053019000	
6708	May 19, 2016 13:17:10.068311000	
6709	May 19, 2016 13:17:10.068387000	
6710	May 19, 2016 13:17:10.069254000	
6711	May 19, 2016 13:17:10.069332000	
6712	May 19, 2016 13:17:10.071448000	
6713	May 19, 2016 13:17:10.073521000	
6714	May 19, 2016 13:17:10.073623000	0.005312000
6715	May 19, 2016 13:17:10.074567000	0.005313000
6716	May 19, 2016 13:17:10.074600000	0.005268000
6717	May 19, 2016 13:17:10.078274000	0.006826000
6718	May 19, 2016 13:17:10.079541000	
6719	May 19, 2016 13:17:10.085410000	0.005869000
6720	May 19, 2016 13:17:10.093249000	
6721	May 19, 2016 13:17:10.093374000	
6722	May 19, 2016 13:17:10.093404000	
6723	May 19, 2016 13:17:10.098518000	0.005269000
6724	May 19, 2016 13:17:10.098527000	0.005153000
6725	May 19, 2016 13:17:10.098528000	0.005124000
6726	May 19, 2016 13:17:10.099628000	
6727	May 19, 2016 13:17:10.099699000	
6728	May 19, 2016 13:17:10.106020000	0.006392000
6729	May 19, 2016 13:17:10.106116000	0.006417000
6730	May 19, 2016 13:17:10.113474000	
6731	May 19, 2016 13:17:10.123128000	
6732	May 19, 2016 13:17:10.123219000	
6733	May 19, 2016 13:17:10.123258000	
6734	May 19, 2016 13:17:10.123425000	
6735	May 19, 2016 13:17:10.123501000	
6736	May 19, 2016 13:17:10.128477000	
6737	May 19, 2016 13:17:10.128505000	
6738	May 19, 2016 13:17:10.128872000	
6739	May 19, 2016 13:17:10.128873000	
6740	May 19, 2016 13:17:10.128873000	
6741	May 19, 2016 13:17:10.128873000	
6742	May 19, 2016 13:17:10.135329000	
6743	May 19, 2016 13:17:10.135409000	
6744	May 19, 2016 13:17:10.149520000	
6745	May 19, 2016 13:17:10.152682000	
6746	May 19, 2016 13:17:10.152682000	
6747	May 19, 2016 13:17:10.152839000	
6748	May 19, 2016 13:17:10.154663000	
6749	May 19, 2016 13:17:10.156248000	
6750	May 19, 2016 13:17:10.157887000	
6751	May 19, 2016 13:17:10.157892000	0.005210000
6752	May 19, 2016 13:17:10.158026000	0.005187000
6753	May 19, 2016 13:17:10.163226000	0.006978000
6754	May 19, 2016 13:17:10.177435000	
6755	May 19, 2016 13:17:10.179274000	
6756	May 19, 2016 13:17:10.179341000	
6757	May 19, 2016 13:17:10.180867000	
6758	May 19, 2016 13:17:10.182582000	0.005147000
6759	May 19, 2016 13:17:10.182582000	
6760	May 19, 2016 13:17:10.185188000	0.005914000
6761	May 19, 2016 13:17:10.185408000	0.006067000
6762	May 19, 2016 13:17:10.186083000	
6763	May 19, 2016 13:17:10.189533000	
6764	May 19, 2016 13:17:10.204413000	
6765	May 19, 2016 13:17:10.209034000	
6766	May 19, 2016 13:17:10.209035000	
6767	May 19, 2016 13:17:10.210199000	
6768	May 19, 2016 13:17:10.214980000	
6769	May 19, 2016 13:17:10.215022000	
6770	May 19, 2016 13:17:10.214978000	
6771	May 19, 2016 13:17:10.222958000	
6772	May 19, 2016 13:17:10.225203000	
6773	May 19, 2016 13:17:10.228867000	
6774	May 19, 2016 13:17:10.238155000	
6775	May 19, 2016 13:17:10.242823000	
6776	May 19, 2016 13:17:10.243357000	0.020399000
6777	May 19, 2016 13:17:10.247935000	0.005112000
6778	May 19, 2016 13:17:10.253351000	
6779	May 19, 2016 13:17:10.256336000	
6780	May 19, 2016 13:17:10.259549000	0.006198000
6781	May 19, 2016 13:17:10.262077000	0.005741000
6782	May 19, 2016 13:17:10.264999000	
6783	May 19, 2016 13:17:10.267162000	
6784	May 19, 2016 13:17:10.267253000	
6785	May 19, 2016 13:17:10.270691000	0.005692000
6786	May 19, 2016 13:17:10.272422000	0.005260000
6787	May 19, 2016 13:17:10.272537000	0.005284000
6788	May 19, 2016 13:17:10.301999000	
6789	May 19, 2016 13:17:10.302082000	
6790	May 19, 2016 13:17:10.302136000	
6791	May 19, 2016 13:17:10.302483000	
6792	May 19, 2016 13:17:10.306997000	
6793	May 19, 2016 13:17:10.307079000	
6794	May 19, 2016 13:17:10.307315000	0.005316000
6795	May 19, 2016 13:17:10.307382000	0.005300000
6796	May 19, 2016 13:17:10.307406000	0.005270000
6797	May 19, 2016 13:17:10.308102000	0.005619000
6798	May 19, 2016 13:17:10.312330000	0.005333000
6799	May 19, 2016 13:17:10.312420000	0.005341000
6800	May 19, 2016 13:17:10.337981000	
6801	May 19, 2016 13:17:10.338193000	
6802	May 19, 2016 13:17:10.338228000	
6803	May 19, 2016 13:17:10.338505000	
6804	May 19, 2016 13:17:10.338534000	
6805	May 19, 2016 13:17:10.338821000	
6806	May 19, 2016 13:17:10.343438000	0.005457000
6807	May 19, 2016 13:17:10.343519000	0.005326000
6808	May 19, 2016 13:17:10.343550000	0.005322000
6809	May 19, 2016 13:17:10.343859000	0.005354000
6810	May 19, 2016 13:17:10.343860000	0.005326000
6811	May 19, 2016 13:17:10.344544000	0.005723000
6812	May 19, 2016 13:17:10.366025000	
6813	May 19, 2016 13:17:10.366040000	
6814	May 19, 2016 13:17:10.366331000	
6815	May 19, 2016 13:17:10.366332000	
6816	May 19, 2016 13:17:10.367050000	
6817	May 19, 2016 13:17:10.371205000	0.005180000
6818	May 19, 2016 13:17:10.371205000	0.005165000
6819	May 19, 2016 13:17:10.371433000	0.005102000
6820	May 19, 2016 13:17:10.371434000	0.005102000
6821	May 19, 2016 13:17:10.371432000	
6822	May 19, 2016 13:17:10.373101000	0.006051000
6823	May 19, 2016 13:17:10.376913000	0.005481000
6824	May 19, 2016 13:17:10.399885000	
6825	May 19, 2016 13:17:10.400014000	
6826	May 19, 2016 13:17:10.400057000	
6827	May 19, 2016 13:17:10.400166000	
6828	May 19, 2016 13:17:10.400312000	
6829	May 19, 2016 13:17:10.402906000	
6830	May 19, 2016 13:17:10.402906000	
6831	May 19, 2016 13:17:10.405280000	0.005395000
6832	May 19, 2016 13:17:10.405281000	0.005267000
6833	May 19, 2016 13:17:10.405281000	0.005224000
6834	May 19, 2016 13:17:10.405281000	0.005115000
6835	May 19, 2016 13:17:10.405397000	0.005085000
6836	May 19, 2016 13:17:10.409766000	0.006860000
6837	May 19, 2016 13:17:10.410101000	0.007195000
6838	May 19, 2016 13:17:10.429839000	
6839	May 19, 2016 13:17:10.429925000	
6840	May 19, 2016 13:17:10.429987000	
6841	May 19, 2016 13:17:10.430167000	
6842	May 19, 2016 13:17:10.433236000	
6843	May 19, 2016 13:17:10.433237000	
6844	May 19, 2016 13:17:10.435406000	0.005481000
6845	May 19, 2016 13:17:10.435538000	
6846	May 19, 2016 13:17:10.435540000	
6847	May 19, 2016 13:17:10.438403000	
6848	May 19, 2016 13:17:10.438435000	
6849	May 19, 2016 13:17:10.463320000	
6850	May 19, 2016 13:17:10.463576000	
6851	May 19, 2016 13:17:10.463612000	
6852	May 19, 2016 13:17:10.463727000	
6853	May 19, 2016 13:17:10.464091000	
6854	May 19, 2016 13:17:10.465758000	
6855	May 19, 2016 13:17:10.469071000	
6856	May 19, 2016 13:17:10.469133000	
6857	May 19, 2016 13:17:10.469135000	
6858	May 19, 2016 13:17:10.469137000	
6859	May 19, 2016 13:17:10.469139000	0.005412000
6860	May 19, 2016 13:17:10.472680000	0.006922000
6861	May 19, 2016 13:17:10.489894000	
6862	May 19, 2016 13:17:10.489940000	
6863	May 19, 2016 13:17:10.490112000	
6864	May 19, 2016 13:17:10.495109000	0.005215000
6865	May 19, 2016 13:17:10.495213000	0.005273000
6866	May 19, 2016 13:17:10.495393000	0.005281000
6867	May 19, 2016 13:17:10.499468000	
6868	May 19, 2016 13:17:10.499570000	
6869	May 19, 2016 13:17:10.505114000	0.005646000
6870	May 19, 2016 13:17:10.505180000	0.005610000
6871	May 19, 2016 13:17:10.527295000	
6872	May 19, 2016 13:17:10.527432000	
6873	May 19, 2016 13:17:10.531081000	
6874	May 19, 2016 13:17:10.531162000	
6875	May 19, 2016 13:17:10.531271000	
6876	May 19, 2016 13:17:10.532877000	0.005582000
6877	May 19, 2016 13:17:10.532940000	0.005508000
6878	May 19, 2016 13:17:10.536937000	0.005856000
6879	May 19, 2016 13:17:10.537140000	
6880	May 19, 2016 13:17:10.537188000	
6881	May 19, 2016 13:17:10.554391000	
6882	May 19, 2016 13:17:10.554513000	
6883	May 19, 2016 13:17:10.559707000	
6884	May 19, 2016 13:17:10.559707000	
6885	May 19, 2016 13:17:10.567079000	
6886	May 19, 2016 13:17:10.567196000	
6887	May 19, 2016 13:17:10.567348000	
6888	May 19, 2016 13:17:10.573651000	
6889	May 19, 2016 13:17:10.573763000	
6890	May 19, 2016 13:17:10.573877000	
6891	May 19, 2016 13:17:10.581750000	
6892	May 19, 2016 13:17:10.588336000	0.020988000
6893	May 19, 2016 13:17:10.594880000	
6894	May 19, 2016 13:17:10.594882000	
6895	May 19, 2016 13:17:10.597933000	
6896	May 19, 2016 13:17:10.600202000	0.005322000
6897	May 19, 2016 13:17:10.603344000	0.005411000
6898	May 19, 2016 13:17:10.608586000	
6899	May 19, 2016 13:17:10.614052000	0.005466000
6900	May 19, 2016 13:17:10.632294000	
